,KOSPI_NUM,KOSPI_UP_DOWN_NUM,KOSPI_UP_DOWN_PER,KOSDAQ_NUM,KOSDAQ_UP_DOWN_NUM,KOSDAQ_UP_DOWN_PER
0,"3,219.73",▲17.41,+0.54%,"1,036.89",▲5.75,+0.56%
