,KOSPI_NUM,KOSPI_UP_DOWN_NUM,KOSPI_UP_DOWN_PER,KOSDAQ_NUM,KOSDAQ_UP_DOWN_NUM,KOSDAQ_UP_DOWN_PER
0,"3,219.18",▲16.86,+0.53%,"1,036.47",▲5.33,+0.52%
