,KOSPI_NUM,KOSPI_UP_DOWN_NUM,KOSPI_UP_DOWN_PER,KOSDAQ_NUM,KOSDAQ_UP_DOWN_NUM,KOSDAQ_UP_DOWN_PER
0,"3,219.58",▲17.26,+0.54%,"1,036.87",▲5.73,+0.56%
