,KOSPI_NUM,KOSPI_UP_DOWN_NUM,KOSPI_UP_DOWN_PER,KOSDAQ_NUM,KOSDAQ_UP_DOWN_NUM,KOSDAQ_UP_DOWN_PER
0,"3,219.70",▲17.38,+0.54%,"1,036.62",▲5.48,+0.53%
